"IU_ID","IU_ID2","scen","group","median","97.5 qtl"
"46616","TZA46616",0,5,0.0042195,0.1345275
"46460","TZA46460",0,5,0.005902,0.1411225
"46524","TZA46524",0,5,0.005733,0.1385725
"54174","KEN54174",0,5,0.0059395,0.1396375
"54122","KEN54122",0,5,0.0041895,0.1321975
"54235","KEN54235",0,5,0.0049225,0.1258025
"54232","KEN54232",0,5,0.0036945,0.1214225
"54076","KEN54076",0,5,0.005015,0.132275
"54077","KEN54077",0,5,0.0044545,0.1238025
"54107","KEN54107",0,5,0.0042385,0.137025
"54271","KEN54271",0,5,0.003304,0.1289625
"54272","KEN54272",0,5,0.0047575,0.138055
"54156","KEN54156",0,5,0.004815,0.12013
"54034","KEN54034",0,5,0.003999,0.136765
"54132","KEN54132",0,5,0.0051675,0.1402
"49788","UGA49788",0,5,0.005356,0.1341475
