"Group_name","IU_ID","IU_ID2","CoverageGroup","Group"
"1951","ERI17474","ERI17474","1"
"2876","ERI17476","ERI17476","1"
"2884","ERI17479","ERI17479","1"
"2890","ERI17481","ERI17481","1"
"2354","ERI17482","ERI17482","1"
"3210","ETH18489","ETH18489","1"
"3478","ETH18494","ETH18494","1"
"3525","ETH18495","ETH18495","1"
"3193","ETH18500","ETH18500","1"
"2659","ETH18501","ETH18501","1"
"2583","ETH18502","ETH18502","1"
"3224","ETH18504","ETH18504","1"
"3239","ETH18507","ETH18507","1"
"3284","ETH18512","ETH18512","1"
"1692","ETH18515","ETH18515","1"
"3397","ETH18521","ETH18521","1"
"3493","ETH18525","ETH18525","1"
"3482","ETH18527","ETH18527","1"
"3611","ETH18531","ETH18531","1"
"1324","ETH18532","ETH18532","1"
"697","ETH18533","ETH18533","1"
"745","ETH18535","ETH18535","1"
"1621","ETH18536","ETH18536","1"
"1178","ETH18537","ETH18537","1"
"2636","ETH18538","ETH18538","1"
"3205","ETH18539","ETH18539","1"
"1449","ETH18541","ETH18541","1"
"3209","ETH18542","ETH18542","1"
"1264","ETH18544","ETH18544","1"
"3223","ETH18546","ETH18546","1"
"4133","ETH18547","ETH18547","1"
"1246","ETH18548","ETH18548","1"
"975","ETH18549","ETH18549","1"
"3232","ETH18551","ETH18551","1"
"1863","ETH18555","ETH18555","1"
"3264","ETH18559","ETH18559","1"
"3263","ETH18560","ETH18560","1"
"1441","ETH18561","ETH18561","1"
"3302","ETH18563","ETH18563","1"
"3285","ETH18567","ETH18567","1"
"3286","ETH18568","ETH18568","1"
"1518","ETH18569","ETH18569","1"
"3299","ETH18571","ETH18571","1"
"1695","ETH18572","ETH18572","1"
"1585","ETH18573","ETH18573","1"
"2208","ETH18574","ETH18574","1"
"3301","ETH18575","ETH18575","1"
"3556","ETH18576","ETH18576","1"
"3310","ETH18577","ETH18577","1"
"1471","ETH18578","ETH18578","1"
"647","ETH18579","ETH18579","1"
"3314","ETH18581","ETH18581","1"
"1293","ETH18583","ETH18583","1"
"1229","ETH18587","ETH18587","1"
"3344","ETH18588","ETH18588","1"
"1379","ETH18589","ETH18589","1"
"3347","ETH18590","ETH18590","1"
"3349","ETH18591","ETH18591","1"
"747","ETH18592","ETH18592","1"
"3353","ETH18593","ETH18593","1"
"1472","ETH18594","ETH18594","1"
"718","ETH18595","ETH18595","1"
"735","ETH18596","ETH18596","1"
"2089","ETH18597","ETH18597","1"
"3387","ETH18601","ETH18601","1"
"698","ETH18603","ETH18603","1"
"3388","ETH18604","ETH18604","1"
"3403","ETH18605","ETH18605","1"
"1473","ETH18606","ETH18606","1"
"977","ETH18607","ETH18607","1"
"3405","ETH18610","ETH18610","1"
"978","ETH18612","ETH18612","1"
"715","ETH18613","ETH18613","1"
"2211","ETH18614","ETH18614","1"
"3431","ETH18615","ETH18615","1"
"659","ETH18616","ETH18616","1"
"2064","ETH18619","ETH18619","1"
"1483","ETH18620","ETH18620","1"
"1400","ETH18625","ETH18625","1"
"694","ETH18627","ETH18627","1"
"3471","ETH18628","ETH18628","1"
"3494","ETH18631","ETH18631","1"
"3508","ETH18632","ETH18632","1"
"1586","ETH18637","ETH18637","1"
"3501","ETH18638","ETH18638","1"
"3502","ETH18640","ETH18640","1"
"3509","ETH18642","ETH18642","1"
"1161","ETH18644","ETH18644","1"
"1919","ETH18646","ETH18646","1"
"3517","ETH18647","ETH18647","1"
"3519","ETH18648","ETH18648","1"
"742","ETH18650","ETH18650","1"
"3533","ETH18651","ETH18651","1"
"3544","ETH18653","ETH18653","1"
"1603","ETH18654","ETH18654","1"
"3538","ETH18655","ETH18655","1"
"1519","ETH18656","ETH18656","1"
"1421","ETH18658","ETH18658","1"
"1602","ETH18659","ETH18659","1"
"3557","ETH18662","ETH18662","1"
"3552","ETH18663","ETH18663","1"
"1476","ETH18664","ETH18664","1"
"616","ETH18665","ETH18665","1"
"750","ETH18672","ETH18672","1"
"929","ETH18674","ETH18674","1"
"1787","ETH18676","ETH18676","1"
"3607","ETH18677","ETH18677","1"
"1438","ETH18678","ETH18678","1"
"763","ETH18679","ETH18679","1"
"3619","ETH18680","ETH18680","1"
"2303","ETH18681","ETH18681","1"
"3599","ETH18682","ETH18682","1"
"1016","ETH18684","ETH18684","1"
"1744","ETH18685","ETH18685","1"
"1191","ETH18692","ETH18692","1"
"1693","ETH18695","ETH18695","1"
"1192","ETH18699","ETH18699","1"
"1154","ETH18700","ETH18700","1"
"1193","ETH18702","ETH18702","1"
"1163","ETH18704","ETH18704","1"
"1350","ETH18711","ETH18711","1"
"1052","ETH18715","ETH18715","1"
"1394","ETH18717","ETH18717","1"
"1397","ETH18718","ETH18718","1"
"1326","ETH18721","ETH18721","1"
"1328","ETH18723","ETH18723","1"
"1330","ETH18726","ETH18726","1"
"2398","ETH18727","ETH18727","1"
"1297","ETH18728","ETH18728","1"
"1041","ETH18729","ETH18729","1"
"1296","ETH18730","ETH18730","1"
"1634","ETH18732","ETH18732","1"
"3438","ETH18733","ETH18733","1"
"1694","ETH18737","ETH18737","1"
"3203","ETH18738","ETH18738","1"
"1290","ETH18739","ETH18739","1"
"3189","ETH18740","ETH18740","1"
"3190","ETH18743","ETH18743","1"
"1291","ETH18745","ETH18745","1"
"1448","ETH18747","ETH18747","1"
"751","ETH18752","ETH18752","1"
"1780","ETH18757","ETH18757","1"
"2184","ETH18759","ETH18759","1"
"769","ETH18760","ETH18760","1"
"3218","ETH18766","ETH18766","1"
"3219","ETH18767","ETH18767","1"
"3220","ETH18768","ETH18768","1"
"1747","ETH18769","ETH18769","1"
"2424","ETH18772","ETH18772","1"
"752","ETH18773","ETH18773","1"
"3235","ETH18774","ETH18774","1"
"3230","ETH18777","ETH18777","1"
"3233","ETH18780","ETH18780","1"
"3234","ETH18782","ETH18782","1"
"3240","ETH18785","ETH18785","1"
"3243","ETH18787","ETH18787","1"
"3245","ETH18788","ETH18788","1"
"2013","ETH18790","ETH18790","1"
"3252","ETH18791","ETH18791","1"
"3260","ETH18797","ETH18797","1"
"3262","ETH18798","ETH18798","1"
"4313","ETH18800","ETH18800","1"
"4198","ETH18803","ETH18803","1"
"2017","ETH18805","ETH18805","1"
"746","ETH18806","ETH18806","1"
"3277","ETH18807","ETH18807","1"
"3297","ETH18809","ETH18809","1"
"3194","ETH18813","ETH18813","1"
"3287","ETH18814","ETH18814","1"
"3294","ETH18816","ETH18816","1"
"1450","ETH18819","ETH18819","1"
"749","ETH18823","ETH18823","1"
"3315","ETH18824","ETH18824","1"
"3316","ETH18825","ETH18825","1"
"1378","ETH18826","ETH18826","1"
"3296","ETH18827","ETH18827","1"
"3320","ETH18829","ETH18829","1"
"3307","ETH18830","ETH18830","1"
"3321","ETH18831","ETH18831","1"
"3325","ETH18835","ETH18835","1"
"1451","ETH18836","ETH18836","1"
"3585","ETH18838","ETH18838","1"
"3329","ETH18841","ETH18841","1"
"1325","ETH18844","ETH18844","1"
"3334","ETH18845","ETH18845","1"
"3426","ETH18847","ETH18847","1"
"3354","ETH18851","ETH18851","1"
"1784","ETH18853","ETH18853","1"
"3364","ETH18861","ETH18861","1"
"3366","ETH18862","ETH18862","1"
"3367","ETH18863","ETH18863","1"
"2019","ETH18864","ETH18864","1"
"3369","ETH18865","ETH18865","1"
"1396","ETH18866","ETH18866","1"
"3377","ETH18868","ETH18868","1"
"3380","ETH18874","ETH18874","1"
"3381","ETH18875","ETH18875","1"
"727","ETH18876","ETH18876","1"
"4200","ETH18880","ETH18880","1"
"720","ETH18881","ETH18881","1"
"2297","ETH18882","ETH18882","1"
"3242","ETH18883","ETH18883","1"
"1398","ETH18885","ETH18885","1"
"699","ETH18886","ETH18886","1"
"1785","ETH18887","ETH18887","1"
"726","ETH18888","ETH18888","1"
"3419","ETH18893","ETH18893","1"
"3188","ETH18894","ETH18894","1"
"3404","ETH18895","ETH18895","1"
"2020","ETH18897","ETH18897","1"
"700","ETH18898","ETH18898","1"
"3411","ETH18899","ETH18899","1"
"665","ETH18901","ETH18901","1"
